index,loc
641896,1000
642606,1000
643368,1000
643559,1000
644673,1000
646791,1000
648347,1000
649648,1000
650539,1000
651792,1000
653493,1000
653779,1000
656696,1000
658160,1000
658534,1000
659645,1000
659835,1000
659986,1000
660463,1000
660538,1000
661173,1000
661722,1000
662021,1000
663006,1000
663584,1000
666690,1000
669250,1000
671559,1000
673054,1000
674074,1000
675202,1000
676455,1000
681588,1000
681929,1000
682746,1000
683779,1000
685339,1000
685768,1000
688382,1000
689987,1000
690502,1000
690872,1000
691313,1000
692389,1000
694107,1000
695869,1000
696357,1000
696544,1000
696585,1000
697283,1000
701331,1000
702319,1000
702345,1000
702429,1000
702488,1000
703171,1000
705406,1000
705653,1000
706788,1000
707074,1000
707120,1000
708172,1000
709253,1000
709391,1000
710467,1000
711051,1000
711331,1000
712340,1000
713895,1000
713968,1000
714383,1000
714559,1000
715025,1000
715123,1000
715325,1000
716381,1000
717932,1000
724174,1000
726287,1000
726837,1000
727069,1000
727849,1000
729140,1000
730913,1000
731162,1000
731926,1000
733019,1000
734268,1000
734521,1000
734597,1000
737393,1000
738362,1000
738381,1000
739719,1000
739754,1000
741592,1000
741632,1000
741987,1000
748331,1000
749795,1000
750292,1000
750359,1000
750452,1000
750625,1000
750948,1000
751357,1000
755146,1000
756600,1000
757694,1000
760625,1000
761908,1000
763768,1000
763851,1000
764942,1000
766144,1000
766642,1000
767390,1000
767614,1000
768717,1000
772748,1000
773794,1000
774963,1000
775090,1000
776494,1000
776782,1000
779728,1000
780415,1000
781172,1000
782187,1000
786750,1000
788053,1000
792717,1000
793473,1000
795584,1000
796698,1000
797354,1000
800134,1000
806190,1000
807452,1000
807477,1000
807889,1000
808744,1000
810539,1000
813084,1000
817059,1000
817526,1000
817701,1000
818048,1000
818070,1000
819960,1000
821587,1000
822023,1000
823370,1000
823825,1000
825145,1000
825583,1000
829560,1000
829566,1000
830402,1000
834138,1000
834282,1000
834603,1000
836585,1000
837548,1000
837712,1000
838231,1000
839201,1000
839511,1000
842551,1000
843583,1000
845467,1000
847257,1000
847877,1000
848303,1000
849584,1000
851259,1000
851734,1000
852320,1000
852951,1000
853047,1000
853079,1000
856143,1000
857785,1000
858445,1000
859388,1000
859457,1000
859824,1000
862141,1000
862171,1000
862327,1000
862619,1000
864260,1000
865220,1000
867126,1000
867310,1000
869578,1000
869825,1000
870023,1000
871164,1000
871448,1000
876607,1000
876849,1000
877391,1000
878665,1000
879855,1000
880937,1000
882108,1000
883391,1000
885234,1000
885653,1000
886258,1000
886823,1000
888134,1000
892415,1000
892459,1000
894480,1000
897089,1000
897345,1000
897515,1000
898346,1000
898988,1000
899237,1000
900290,1000
900414,1000
901897,1000
902142,1000
904766,1000
907447,1000
907705,1000
908153,1000
908677,1000
908735,1000
908878,1000
910578,1000
914721,1000
914755,1000
915743,1000
916482,1000
917280,1000
918586,1000
919373,1000
921402,1000
923908,1000
925140,1000
925436,1000
926511,1000
926659,1000
928457,1000
928835,1000
929118,1000
929822,1000
930003,1000
930458,1000
931729,1000
932001,1000
933686,1000
933885,1000
934465,1000
934926,1000
935111,1000
936494,1000
936528,1000
936741,1000
936922,1000
937421,1000
938338,1000
938818,1000
938836,1000
940215,1000
940216,1000
940350,1000
940642,1000
941035,1000
941259,1000
941774,1000
941929,1000
942373,1000
943354,1000
943567,1000
945289,1000
946280,1000
946942,1000
947280,1000
948128,1000
949244,1000
949281,1000
949393,1000
950724,1000
950888,1000
954308,1000
955317,1000
956181,1000
956381,1000
956972,1000
956980,1000
960004,1000
960423,1000
960762,1000
961543,1000
963273,1000
964228,1000
964296,1000
964473,1000
965463,1000
966634,1000
969505,1000
969886,1000
971228,1000
972982,1000
973194,1000
976588,1000
976737,1000
978810,1000
979139,1000
980553,1000
980749,1000
980852,1000
980864,1000
981415,1000
981440,1000
982280,1000
984789,1000
986860,1000
989357,1000
989466,1000
990132,1000
990306,1000
991364,1000
992521,1000
992894,1000
992940,1000
993211,1000
993390,1000
995903,1000
997721,1000
1002012,1000
1003237,1000
1004154,1000
1005613,1000
1006237,1000
1006868,1000
1007554,1000
1007675,1000
1009261,1000
1009311,1000
1009686,1000
1010063,1000
1012162,1000
1012713,1000
1013451,1000
1013994,1000
1014045,1000
1014103,1000
1016291,1000
1017506,1000
1018317,1000
1018638,1000
1019933,1000
1022456,1000
1023370,1000
1023952,1000
1024543,1000
1025113,1000
1027288,1000
1027509,1000
1027512,1000
1027667,1000
1028948,1000
1029329,1000
1029518,1000
1030273,1000
1031613,1000
1032507,1000
1033652,1000
1033855,1000
1034555,1000
1034559,1000
1035594,1000
1037021,1000
1038059,1000
1038071,1000
1039662,1000
1041915,1000
1042193,1000
1043764,1000
1044851,1000
1046852,1000
1047507,1000
1048169,1000
1048835,1000
1048952,1000
1050400,1000
1050433,1000
1050500,1000
1051288,1000
1051887,1000
1052212,1000
1052274,1000
1052761,1000
1052929,1000
1053172,1000
1053744,1000
1054036,1000
1054150,1000
1056395,1000
1056575,1000
1057967,1000
1058360,1000
1058474,1000
1060929,1000
1061302,1000
1064791,1000
1065735,1000
1065815,1000
1066151,1000
1066658,1000
1067542,1000
1067633,1000
1068296,1000
1069524,1000
1069780,1000
1070461,1000
1070672,1000
1071443,1000
1073875,1000
1075166,1000
1076308,1000
1076543,1000
1076731,1000
1077406,1000
1078174,1000
1078199,1000
1079542,1000
1079718,1000
1079939,1000
1079981,1000
1081058,1000
1081839,1000
1083945,1000
1084072,1000
1086146,1000
1086826,1000
1086893,1000
1089461,1000
1090033,1000
1092287,1000
1092546,1000
1092834,1000
1092927,1000
1093191,1000
1093704,1000
1093811,1000
1095049,1000
1095220,1000
1095734,1000
1097441,1000
1097605,1000
1098807,1000
1100445,1000
1100446,1000
1101338,1000
1102544,1000
1103394,1000
1103855,1000
1108135,1000
1108315,1000
1109144,1000
1111163,1000
1111519,1000
1111632,1000
1112220,1000
1113720,1000
1114510,1000
1117024,1000
1117104,1000
1117970,1000
1118494,1000
1119871,1000
1121378,1000
1122123,1000
1122301,1000
1123192,1000
1123450,1000
1123890,1000
1124513,1000
1127328,1000
1127814,1000
1129275,1000
1129507,1000
1131134,1000
1131809,1000
1133818,1000
1134317,1000
1134830,1000
1137428,1000
1138478,1000
1139782,1000
1140269,1000
1142086,1000
1142791,1000
1143032,1000
1143893,1000
1144118,1000
1146316,1000
1146361,1000
1146492,1000
1146651,1000
1146896,1000
1147324,1000
1149367,1000
1151598,1000
1151947,1000
1153062,1000
1153296,1000
1156110,1000
1157088,1000
1157479,1000
1159126,1000
1159883,1000
1160929,1000
1161150,1000
1161819,1000
1162690,1000
1162800,1000
1164199,1000
1165943,1000
1166833,1000
1172329,1000
1174315,1000
1174411,1000
1175461,1000
1175538,1000
1178050,1000
1178887,1000
1179985,1000
1181795,1000
1181865,1000
1185033,1000
1188725,1000
1190674,1000
1191577,1000
1192256,1000
1194146,1000
1195026,1000
1195134,1000
1196082,1000
1196432,1000
1198237,1000
1200668,1000
1200891,1000
1201685,1000
1204210,1000
1204302,1000
1206699,1000
1206869,1000
1207086,1000
1208650,1000
1209392,1000
1211716,1000
1212971,1000
1213404,1000
1214990,1000
1215594,1000
1215817,1000
1216198,1000
1220045,1000
1220324,1000
1220714,1000
1222043,1000
1222183,1000
1224139,1000
1225705,1000
1225996,1000
1226722,1000
1226977,1000
1227788,1000
1228788,1000
1228964,1000
1229081,1000
1231158,1000
1231446,1000
1234365,1000
1234555,1000
1235645,1000
1235938,1000
1235940,1000
1236833,1000
1237937,1000
1238161,1000
1242123,1000
1242613,1000
1243385,1000
1245340,1000
1245391,1000
1246242,1000
1249044,1000
1249597,1000
1249942,1000
1250605,1000
1251356,1000
1254982,1000
1255040,1000
1257540,1000
1257979,1000
1258315,1000
1261172,1000
1262091,1000
1262132,1000
1264035,1000
1264538,1000
1265227,1000
1267165,1000
1267971,1000
1269677,1000
1272358,1000
1273454,1000
1274633,1000
1274794,1000
1275939,1000
1277750,1000
1277758,1000
1278961,1000
1282060,1000
1283867,1000
1284221,1000
1285839,1000
1286323,1000
1287643,1000
1288713,1000
1289671,1000
1289837,1000
1290352,1000
1292171,1000
1292951,1000
1293517,1000
1293781,1000
1294268,1000
1295055,1000
1295179,1000
1295589,1000
1296957,1000
1297089,1000
1297188,1000
1300888,1000
1301180,1000
1302515,1000
1302537,1000
1304334,1000
1304881,1000
1305654,1000
1306182,1000
1307227,1000
1307869,1000
1308084,1000
1308128,1000
1308474,1000
1308561,1000
1309279,1000
1310471,1000
1316242,1000
1317104,1000
1318346,1000
1319883,1000
1324323,1000
1325080,1000
1325587,1000
1326686,1000
1327080,1000
1327266,1000
1329907,1000
1330311,1000
1331706,1000
1333808,1000
1334340,1000
1335258,1000
1335594,1000
1336142,1000
1337377,1000
1337963,1000
1338832,1000
1338958,1000
1339339,1000
1340156,1000
1341579,1000
1346810,1000
1347270,1000
1347717,1000
1348030,1000
1353798,1000
1353899,1000
1353963,1000
1354279,1000
1355840,1000
1356953,1000
1358159,1000
1358516,1000
1362539,1000
1363001,1000
1363970,1000
1365019,1000
1365966,1000
1366192,1000
1366647,1000
1366802,1000
1366805,1000
1368854,1000
1370014,1000
1372385,1000
1373126,1000
1373271,1000
1375325,1000
1375673,1000
1376319,1000
1376730,1000
1378348,1000
1378569,1000
1379181,1000
1379496,1000
1381021,1000
1381260,1000
1382017,1000
1383019,1000
1383425,1000
1384132,1000
1384937,1000
1385125,1000
1385476,1000
1386357,1000
1386389,1000
1387504,1000
1387587,1000
1390318,1000
1390742,1000
1390753,1000
1391903,1000
1392002,1000
1392995,1000
1394201,1000
1394974,1000
1395151,1000
1397036,1000
1397170,1000
1397340,1000
1400188,1000
1401296,1000
1402739,1000
1403438,1000
1404199,1000
1404426,1000
1404446,1000
1405285,1000
1405504,1000
1405891,1000
1406833,1000
1407132,1000
1407388,1000
1408020,1000
1408063,1000
1409285,1000
1409927,1000
1411374,1000
1411517,1000
1412145,1000
1412720,1000
1413292,1000
1413341,1000
1413672,1000
1413694,1000
1414095,1000
1414387,1000
1414632,1000
1415647,1000
1416670,1000
1417259,1000
1417394,1000
1417446,1000
1417455,1000
1417784,1000
1417846,1000
1418191,1000
1418971,1000
1420035,1000
1420421,1000
1421151,1000
1421795,1000
1423466,1000
1424201,1000
1425577,1000
1425792,1000
1426346,1000
1430305,1000
1432503,1000
1433114,1000
1433137,1000
1433406,1000
1433642,1000
1434173,1000
1434347,1000
1434618,1000
1436995,1000
1437057,1000
1437380,1000
1437589,1000
1441775,1000
1442097,1000
1442388,1000
1442698,1000
1442861,1000
1444532,1000
1445765,1000
1448373,1000
1448419,1000
1449263,1000
1449748,1000
1450782,1000
1452620,1000
1454583,1000
1455967,1000
1457443,1000
1457657,1000
1457661,1000
1458408,1000
1459010,1000
1459413,1000
1459685,1000
1460927,1000
1462462,1000
1465115,1000
1465791,1000
1465880,1000
1468233,1000
1470052,1000
1470401,1000
1470477,1000
1471666,1000
1472267,1000
1472300,1000
1472750,1000
1474577,1000
1475075,1000
1476516,1000
1478652,1000
1481036,1000
1481227,1000
1482262,1000
1482976,1000
1483816,1000
1484494,1000
1484859,1000
1485414,1000
1486924,1000
1487004,1000
1487811,1000
1489711,1000
1490369,1000
1490963,1000
1491750,1000
1491863,1000
1493173,1000
1493960,1000
1494247,1000
1494262,1000
1494869,1000
1499252,1000
1500971,1000
1504455,1000
1506581,1000
1507916,1000
1509400,1000
1509800,1000
1512101,1000
1512149,1000
1512166,1000
1512267,1000
1513916,1000
1518369,1000
1519753,1000
1524028,1000
1525880,1000
1528881,1000
1528995,1000
1529766,1000
1530960,1000
1532724,1000
1532826,1000
1533507,1000
1533657,1000
1534742,1000
1534907,1000
1535158,1000
1535601,1000
1537316,1000
1538196,1000
1538214,1000
1538246,1000
1538604,1000
1544510,1000
1544527,1000
1545940,1000
1549243,1000
1550133,1000
1552072,1000
1552262,1000
1553196,1000
1554300,1000
1555094,1000
1556879,1000
1559589,1000
1560165,1000
1560889,1000
1561370,1000
1561551,1000
1562402,1000
1562676,1000
1564011,1000
1565146,1000
1567680,1000
1567721,1000
1568001,1000
1568579,1000
1569586,1000
1569819,1000
1572813,1000
1572965,1000
1574521,1000
1575040,1000
1575522,1000
1576813,1000
1577907,1000
1579681,1000
1579794,1000
1579797,1000
1581505,1000
1581700,1000
1582603,1000
1584163,1000
1584594,1000
1584734,1000
1585414,1000
1587440,1000
1588683,1000
1588691,1000
1588737,1000
1589590,1000
1589726,1000
1591474,1000
1592676,1000
1598663,1000
1600974,1000
1601994,1000
1602082,1000
1602393,1000
1604097,1000
1604139,1000
1604632,1000
1604879,1000
1605251,1000
1606077,1000
1608721,1000
1608754,1000
1609664,1000
1609680,1000
1611856,1000
1612079,1000
1612846,1000
1613087,1000
1613559,1000
1614975,1000
1615183,1000
1615727,1000
1616747,1000
1617642,1000
1619611,1000
1625408,1000
1625796,1000
1627611,1000
1628418,1000
1629876,1000
1630170,1000
1630487,1000
1631192,1000
1631251,1000
1632308,1000
1632346,1000
1632547,1000
1633026,1000
1633812,1000
1634786,1000
1635138,1000
1636346,1000
1636585,1000
1636614,1000
1637078,1000
1637148,1000
1637711,1000
1638087,1000
1638820,1000
1640537,1000
1641042,1000
1641081,1000
1644180,1000
1644370,1000
1645686,1000
1645814,1000
1646675,1000
1646708,1000
1646893,1000
1649555,1000
1649625,1000
1649747,1000
1650107,1000
1650190,1000
1650316,1000
1653004,1000
1653037,1000
1653699,1000
1654193,1000
1654265,1000
1654915,1000
1659105,1000
1659527,1000
1659567,1000
1660275,1000
1661770,1000
1663306,1000
1663408,1000
1665472,1000
1668222,1000
1669174,1000
1669834,1000
1671400,1000
1672364,1000
1672840,1000
1672926,1000
1673389,1000
1673864,1000
1673938,1000
1676454,1000
1677155,1000
1677318,1000
1678677,1000
1680737,1000
1681624,1000
1683739,1000
1690326,1000
1690751,1000
1691281,1000
1695617,1000
1695907,1000
1696495,1000
1696497,1000
1696908,1000
1699537,1000
1699895,1000
1699996,1000
1702642,1000
1702729,1000
1703268,1000
1705075,1000
1705503,1000
1706574,1000
1706687,1000
1708645,1000
1709534,1000
1710208,1000
1710624,1000
1711213,1000
1711624,1000
1712342,1000
1712488,1000
1712530,1000
1713299,1000
1713938,1000
1715595,1000
1716518,1000
1716603,1000
1717316,1000
1717560,1000
1718757,1000
1721902,1000
1723128,1000
1723554,1000
1728321,1000
1728613,1000
1730602,1000
1730713,1000
1733264,1000
1733991,1000
1736025,1000
1737423,1000
1737683,1000
1737747,1000
1738159,1000
1738829,1000
1740724,1000
1741592,1000
1741931,1000
1742078,1000
1743334,1000
1744051,1000
1744190,1000
1744915,1000
1745243,1000
1745359,1000
1746002,1000
1746349,1000
1747423,1000
1747630,1000
1747723,1000
1749300,1000
1749402,1000
1750723,1000
1752004,1000
1754107,1000
1755231,1000
1757598,1000
1759760,1000
1761712,1000
1761811,1000
1762983,1000
1763404,1000
1764214,1000
1764491,1000
1764642,1000
1765745,1000
1766005,1000
1766268,1000
1766354,1000
1769372,1000
1770183,1000
1770692,1000
1770939,1000
1771722,1000
1772178,1000
1772798,1000
1773882,1000
1774603,1000
1775100,1000
1775238,1000
1775377,1000
1777856,1000
1778006,1000
1781486,1000
1781768,1000
1782419,1000
1782514,1000
1782576,1000
1785153,1000
1786363,1000
1786539,1000
1786888,1000
1788057,1000
1788341,1000
1788447,1000
1791424,1000
1792470,1000
1792570,1000
1794922,1000
1796230,1000
1797628,1000
1798182,1000
1800257,1000
1801355,1000
1804256,1000
1804333,1000
1804858,1000
1805396,1000
1806386,1000
1807601,1000
1808635,1000
1808693,1000
1808965,1000
1810835,1000
1811875,1000
1812280,1000
1812866,1000
1813542,1000
1814061,1000
1815293,1000
1815674,1000
1815868,1000
1816566,1000
1817644,1000
1819188,1000
1821464,1000
1824153,1000
1826226,1000
1827232,1000
1828048,1000
1828406,1000
1829492,1000
1830074,1000
1831454,1000
1831609,1000
1833753,1000
1835867,1000
1837673,1000
1839448,1000
1840805,1000
1841340,1000
1842237,1000
1843029,1000
1843059,1000
1844528,1000
1844878,1000
1845294,1000
1846499,1000
1848268,1000
1849882,1000
1850666,1000
1851323,1000
1852116,1000
1852155,1000
1852576,1000
1853667,1000
1854520,1000
1854846,1000
1855753,1000
1856021,1000
1856066,1000
1858402,1000
1859166,1000
1859616,1000
1859921,1000
1863052,1000
1863260,1000
1864364,1000
1867768,1000
1868035,1000
1869208,1000
1869393,1000
1872841,1000
1873021,1000
1873687,1000
1873953,1000
1874741,1000
1874993,1000
1875430,1000
1875789,1000
1879918,1000
1881470,1000
1882493,1000
1884645,1000
1887377,1000
1887542,1000
1887714,1000
1887854,1000
1892141,1000
1892241,1000
1892880,1000
1894144,1000
1894430,1000
1894626,1000
1894665,1000
1895173,1000
1896097,1000
1897726,1000
1899583,1000
1899871,1000
1900120,1000
1903560,1000
1903569,1000
1903880,1000
1908372,1000
1909361,1000
1910153,1000
1911666,1000
1912058,1000
1912435,1000
1912789,1000
1912939,1000
1914016,1000
1915592,1000
1915696,1000
1915725,1000
1916045,1000
1916792,1000
1918147,1000
1918757,1000
1919667,1000
1921637,1000
1921664,1000
1922119,1000
1922360,1000
1922379,1000
1922844,1000
1922876,1000
1925444,1000
1926290,1000
1926435,1000
1927199,1000
1927569,1000
1928422,1000
1929386,1000
1932078,1000
1932399,1000
1933526,1000
1934388,1000
1934466,1000
1934600,1000
1935218,1000
1936135,1000
1936424,1000
1936781,1000
1938239,1000
1939545,1000
1939806,1000
1940891,1000
1941448,1000
1942064,1000
1942067,1000
1942133,1000
1942582,1000
1944452,1000
1944713,1000
1944864,1000
1945080,1000
1945198,1000
1945966,1000
1946626,1000
1951197,1000
1951384,1000
1951912,1000
1952573,1000
1954587,1000
1955150,1000
1959311,1000
1960823,1000
1962292,1000
1962898,1000
1964841,1000
1965612,1000
1965733,1000
1969246,1000
1969455,1000
1971435,1000
1971460,1000
1973489,1000
1973828,1000
1974285,1000
1974518,1000
1974688,1000
1976911,1000
1976931,1000
1977380,1000
1977492,1000
1977904,1000
1978504,1000
1979104,1000
1979696,1000
1979713,1000
1981484,1000
1984264,1000
1984607,1000
1984700,1000
1984885,1000
1985627,1000
1987582,1000
1988022,1000
1989752,1000
1990866,1000
1991433,1000
1991498,1000
1991698,1000
1991775,1000
1991885,1000
1992094,1000
1992714,1000
1993105,1000
1993359,1000
1993483,1000
1993534,1000
1993693,1000
1994337,1000
1995060,1000
1996981,1000
1999275,1000
2002061,1000
2002646,1000
2002945,1000
2003538,1000
2004867,1000
2008004,1000
2011037,1000
2012205,1000
2012721,1000
2013295,1000
2015494,1000
2021569,1000
2023726,1000
2023815,1000
2025365,1000
2025916,1000
2027451,1000
2028432,1000
2029502,1000
2033538,1000
2034836,1000
2035683,1000
2036722,1000
2037877,1000
2038913,1000
2039314,1000
2043143,1000
2044461,1000
2045508,1000
2046214,1000
2050812,1000
2051047,1000
2051095,1000
2051536,1000
2052124,1000
2052650,1000
2053017,1000
2053627,1000
2056514,1000
2059373,1000
2060726,1000
2063128,1000
2065121,1000
2066045,1000
2066674,1000
2068713,1000
2071920,1000
2074052,1000
2076271,1000
2079005,1000
2079366,1000
2080208,1000
2080813,1000
2081272,1000
2081906,1000
2082873,1000
2084381,1000
2085730,1000
2086195,1000
2087494,1000
2087649,1000
2087931,1000
2088765,1000
2089118,1000
2091781,1000
2091948,1000
2092871,1000
2093220,1000
2094793,1000
2094841,1000
2095127,1000
2096828,1000
2097098,1000
2098668,1000
2099168,1000
2100010,1000
2105379,1000
2106150,1000
2107525,1000
2108255,1000
2109698,1000
2110738,1000
2114291,1000
2114471,1000
2114887,1000
2116673,1000
2116940,1000
2121136,1000
2121328,1000
2122346,1000
2124613,1000
2127163,1000
2131574,1000
2132738,1000
2133505,1000
2135805,1000
2135964,1000
2136157,1000
2136863,1000
2138047,1000
2138110,1000
2138699,1000
2142015,1000
2142026,1000
2143899,1000
2145030,1000
2147604,1000
2148066,1000
2149035,1000
2152659,1000
2153105,1000
2154289,1000
2155692,1000
2156678,1000
2157039,1000
2157656,1000
2159320,1000
2160546,1000
2161508,1000
2163482,1000
2163823,1000
2163836,1000
2164006,1000
2164321,1000
2164632,1000
2167472,1000
2167619,1000
2168370,1000
2169177,1000
2169519,1000
2170090,1000
2172323,1000
